"Order ID;Customer ID;id sales person;Order Date;id_order prioriry;SKU;Order Quantity;Unit Sell Price;Discount;Shipping Amount;Ship Mode;id_ Product Container;Ship Date"
"21475;C307;1;20/02/2020;4;SKU230;15;417,4;0,06;75,23;14;109;21/02/2020"
"49312;C218;1;21/02/2020;4;SKU674;30;4,98;0;7,54;13;103;22/02/2020"
"49312;C218;1;21/02/2020;4;SKU207;19;107,53;0,09;5,81;12;111;23/02/2020"
"3814;C750;2;21/02/2020;1;SKU906;43;28,28;0,04;13,99;12;111;27/02/2020"
"5347;C441;3;21/02/2020;2;SKU1201;7;85,99;0,04;1,25;13;113;23/02/2020"
"5347;C441;2;21/02/2020;2;SKU1203;39;7,99;0,05;5,03;13;111;24/02/2020"
"5347;C441;3;21/02/2020;2;SKU1213;1;205,99;0,01;5,26;13;103;22/02/2020"
"33794;C666;1;22/02/2020;4;SKU213;18;4,91;0,06;3,05;13;113;24/02/2020"
"12641;C050;3;22/02/2020;1;SKU636;2;55,98;0,08;4,86;13;103;28/02/2020"
"12641;C050;1;22/02/2020;1;SKU655;25;26,38;0,05;5,86;13;103;26/02/2020"
"12641;C050;1;22/02/2020;1;SKU902;24;155,06;0,07;7,07;13;103;26/02/2020"
"11651;C269;1;22/02/2020;2;SKU792;19;3,28;0,07;0,98;12;107;24/02/2020"
"3749;C442;1;23/02/2020;2;SKU427;27;12,97;0,01;1,49;13;103;25/02/2020"
"21350;C622;3;24/02/2020;2;SKU583;30;9,06;0,01;9,86;13;103;25/02/2020"
"40001;C010;1;24/02/2020;2;SKU271;46;39,48;0,1;3,99;13;103;26/02/2020"
"32965;C533;1;24/02/2020;3;SKU600;2;3,98;0,04;2,97;13;107;25/02/2020"
"18023;C781;3;24/02/2020;2;SKU1092;38;120,97;0,09;26,3;14;105;25/02/2020"
"18023;C781;1;24/02/2020;2;SKU566;34;5,78;0,07;7,64;13;103;25/02/2020"
"32965;C533;1;24/02/2020;3;SKU1059;25;99,99;0,1;19,99;13;103;25/02/2020"
"39909;C151;3;24/02/2020;1;SKU1152;50;175,99;0;4,99;13;103;3/03/2020"
"37863;C002;1;24/02/2020;3;SKU879;27;10,98;0,04;3,37;13;113;26/02/2020"
"25799;C678;2;24/02/2020;1;SKU771;38;3,34;0,05;7,49;13;107;27/02/2020"
"54787;C136;3;24/02/2020;3;SKU692;7;22,84;0,07;16,87;13;103;25/02/2020"
"4960;C178;3;25/02/2020;1;SKU044;30;300,98;0,09;64,73;14;105;29/02/2020"
"4960;C178;2;25/02/2020;1;SKU694;4;6,48;0,04;8,74;12;103;27/02/2020"
"19558;C257;2;25/02/2020;1;SKU835;2;3,29;0,04;1,35;13;107;28/02/2020"
"4642;C696;3;26/02/2020;4;SKU1007;9;7,28;0,08;3,52;13;113;27/02/2020"
"4642;C696;1;26/02/2020;4;SKU941;21;14,03;0;9,37;12;103;26/02/2020"
"21125;C510;3;26/02/2020;0;SKU608;17;9,27;0,08;4,39;13;107;27/02/2020"
"43137;C465;2;26/02/2020;3;SKU902;40;155,06;0,05;7,07;13;103;27/02/2020"
"46372;C738;3;26/02/2020;3;SKU421;7;52,4;0,02;16,11;13;103;26/02/2020"
"46372;C738;3;26/02/2020;3;SKU689;15;4,98;0,07;8,33;13;103;27/02/2020"
"8133;C567;2;26/02/2020;2;SKU652;11;35,44;0,04;5,09;13;103;27/02/2020"
"15462;C482;1;26/02/2020;4;SKU439;20;43,41;0,08;2,99;13;103;27/02/2020"
"50145;C527;3;26/02/2020;3;SKU167;18;18,84;0,06;3,62;13;107;27/02/2020"
"50145;C527;1;26/02/2020;3;SKU175;9;46,94;0;6,77;13;103;26/02/2020"
"7521;C500;3;27/02/2020;1;SKU1238;19;115,99;0;2,5;12;103;4/03/2020"
"20068;C134;3;28/02/2020;4;SKU349;9;5,53;0,09;6,98;13;103;29/02/2020"
"28741;C182;1;28/02/2020;0;SKU605;13;5,43;0,02;0,95;13;107;29/02/2020"
"28741;C182;2;28/02/2020;0;SKU879;5;10,98;0,04;3,37;13;113;29/02/2020"
"40612;C698;1;28/02/2020;3;SKU791;9;2,21;0,1;1,12;13;107;29/02/2020"
"928;C054;1;29/02/2020;1;SKU273;21;59,98;0,06;3,99;12;103;5/03/2020"
"928;C054;2;29/02/2020;1;SKU103;26;14,58;0,02;7,4;12;103;2/03/2020"
"12868;C553;2;29/02/2020;4;SKU587;2;4,48;0,09;1,22;13;107;2/03/2020"
"12868;C553;1;29/02/2020;4;SKU781;31;1,76;0,09;0,7;13;107;1/03/2020"
"12194;C520;2;29/02/2020;4;SKU1231;19;195,99;0;3,99;13;103;1/03/2020"
"5188;C101;3;29/02/2020;0;SKU597;24;8,01;0,05;2,87;13;107;3/03/2020"
"40165;C102;3;1/03/2020;3;SKU262;50;8,62;0,07;4,5;13;103;4/03/2020"
"46115;C764;1;1/03/2020;4;SKU979;35;19,98;0,1;4;13;103;3/03/2020"
"46115;C764;3;1/03/2020;4;SKU614;38;12,28;0;6,47;13;103;1/03/2020"
"16642;C005;2;1/03/2020;0;SKU1260;46;205,99;0,07;2,5;13;103;3/03/2020"
"33824;C431;2;1/03/2020;4;SKU811;19;2,78;0,06;1,34;13;107;2/03/2020"
"48071;C259;2;2/03/2020;1;SKU190;1;12,64;0,03;4,98;12;113;11/03/2020"
"22433;C121;1;2/03/2020;4;SKU1187;44;20,99;0,05;0,99;13;107;4/03/2020"
"47525;C055;3;2/03/2020;2;SKU1023;40;15,98;0,01;4;13;103;3/03/2020"
"26723;C659;1;2/03/2020;1;SKU1157;8;65,99;0,03;7,69;13;103;7/03/2020"
"450;C507;1;3/03/2020;0;SKU808;29;34,58;0,05;8,99;12;113;4/03/2020"
"450;C507;2;3/03/2020;0;SKU927;35;15,7;0,05;11,25;13;103;5/03/2020"
"53955;C506;2;3/03/2020;4;SKU070;43;130,98;0,04;130;14;105;5/03/2020"
"35555;C348;1;3/03/2020;2;SKU057;50;243,98;0,08;43,32;14;105;4/03/2020"
"35555;C348;1;3/03/2020;2;SKU1029;15;4,89;0,1;4,93;13;113;5/03/2020"
"35555;C348;3;3/03/2020;2;SKU577;2;4,98;0,07;0,8;13;107;3/03/2020"
"23968;C773;1;3/03/2020;4;SKU726;19;6,48;0,05;5,84;13;103;6/03/2020"
"27811;C583;3;3/03/2020;0;SKU361;31;6,81;0,09;5,48;13;103;5/03/2020"
"27811;C583;3;3/03/2020;0;SKU399;4;15,99;0,06;13,18;13;103;4/03/2020"
"39878;C700;3;4/03/2020;0;SKU251;50;150,98;0;39,25;14;109;6/03/2020"
"20486;C018;3;4/03/2020;3;SKU608;34;9,27;0,07;4,39;13;107;5/03/2020"
"20486;C018;3;4/03/2020;3;SKU738;42;3,85;0,01;0,7;13;107;5/03/2020"
"25603;C028;1;4/03/2020;1;SKU477;23;35,89;0,04;14,72;13;103;6/03/2020"
"18688;C261;3;4/03/2020;0;SKU419;49;304,99;0,04;19,99;13;103;6/03/2020"
"18688;C261;2;4/03/2020;0;SKU519;15;2,89;0,09;0,5;13;103;6/03/2020"
"18688;C261;2;4/03/2020;0;SKU1210;41;125,99;0,1;4,2;13;103;5/03/2020"
"16100;C595;1;6/03/2020;2;SKU184;44;4,82;0,01;5,72;13;113;7/03/2020"
"14021;C445;1;6/03/2020;3;SKU777;12;1,82;0;0,83;12;107;7/03/2020"
"49600;C775;3;6/03/2020;1;SKU661;33;54,96;0,1;10,75;13;103;11/03/2020"
"49026;C652;2;6/03/2020;1;SKU750;36;11,66;0,05;8,99;13;113;11/03/2020"
"52578;C604;1;6/03/2020;4;SKU240;38;217,85;0,09;29,1;14;109;8/03/2020"
"52578;C604;2;6/03/2020;4;SKU243;8;209,37;0,05;69;13;101;9/03/2020"
"29095;C222;1;7/03/2020;0;SKU453;40;6,75;0,01;2,99;13;103;8/03/2020"
"57029;C788;3;7/03/2020;4;SKU422;17;3,98;0,01;5,26;13;103;8/03/2020"
"57029;C788;1;7/03/2020;4;SKU647;4;4,28;0,09;6,72;13;103;8/03/2020"
"49797;C463;1;7/03/2020;0;SKU326;27;11,97;0;4,98;13;103;8/03/2020"
"49797;C463;1;7/03/2020;0;SKU721;26;6,48;0,07;8,19;12;103;8/03/2020"
"59809;C224;2;7/03/2020;0;SKU378;12;11,7;0,08;5,63;13;103;9/03/2020"
"59809;C224;1;7/03/2020;0;SKU981;16;30,98;0,02;6,5;13;103;8/03/2020"
"59686;C698;3;7/03/2020;1;SKU449;41;5,8;0,01;5,59;13;103;12/03/2020"
"1539;C127;1;8/03/2020;1;SKU399;33;15,99;0,1;13,18;13;103;10/03/2020"
"1539;C127;2;8/03/2020;1;SKU1029;38;4,89;0,05;4,93;13;113;13/03/2020"
"47714;C612;1;9/03/2020;2;SKU349;30;5,53;0,01;6,98;13;103;10/03/2020"
"54081;C693;3;9/03/2020;1;SKU1034;2;28,48;0,02;1,99;13;113;11/03/2020"
"10916;C779;3;9/03/2020;2;SKU367;23;5,74;0,06;5,01;13;103;9/03/2020"
"44610;C339;3;9/03/2020;3;SKU523;31;4,13;0,07;0,5;13;103;9/03/2020"
"20453;C486;1;9/03/2020;2;SKU160;23;19,23;0,07;6,15;13;113;11/03/2020"
"20453;C486;2;9/03/2020;2;SKU1193;17;85,99;0,08;0,99;12;107;11/03/2020"
"47714;C612;1;9/03/2020;2;SKU217;29;105,49;0,06;41,64;14;109;10/03/2020"
"58086;C061;2;9/03/2020;2;SKU349;27;5,53;0,04;6,98;13;103;10/03/2020"
"58086;C061;1;9/03/2020;2;SKU615;31;55,98;0,1;13,88;13;103;10/03/2020"
"27554;C084;1;9/03/2020;4;SKU231;45;348,21;0,02;40,19;14;109;11/03/2020"
"40034;C795;3;9/03/2020;2;SKU653;47;12,28;0;4,86;12;103;10/03/2020"
"55271;C131;2;10/03/2020;2;SKU075;16;100,89;0,07;42;14;105;12/03/2020"
"12867;C741;1;10/03/2020;0;SKU979;6;19,98;0,08;4;12;103;10/03/2020"
"50465;C741;2;10/03/2020;2;SKU965;29;48,91;0,1;35;13;101;12/03/2020"
"18432;C058;2;11/03/2020;3;SKU134;42;10,64;0,04;5,16;13;103;11/03/2020"
"18432;C058;3;11/03/2020;3;SKU300;15;14,42;0,1;6,75;12;111;11/03/2020"
"18432;C058;1;11/03/2020;3;SKU323;5;279,81;0,08;23,19;14;105;13/03/2020"
"18432;C058;2;11/03/2020;3;SKU741;12;5,84;0,02;0,83;12;107;13/03/2020"
"20134;C348;2;11/03/2020;1;SKU1044;26;20,97;0,02;6,5;13;103;15/03/2020"
"20134;C348;1;11/03/2020;1;SKU715;47;6,48;0,1;7,37;13;103;18/03/2020"
"50789;C771;3;11/03/2020;0;SKU380;23;387,99;0,1;19,99;13;103;13/03/2020"
"44612;C215;1;12/03/2020;3;SKU1201;6;85,99;0,06;1,25;13;113;14/03/2020"
"34727;C241;1;12/03/2020;1;SKU382;20;8,04;0,1;8,94;12;103;16/03/2020"
"23270;C542;3;12/03/2020;1;SKU303;20;68,81;0,04;60;14;105;16/03/2020"
"23270;C542;2;12/03/2020;1;SKU1205;42;195,99;0,05;3,99;12;103;17/03/2020"
"1767;C649;1;12/03/2020;3;SKU850;10;4,71;0,05;0,7;13;107;14/03/2020"
"24548;C218;2;13/03/2020;3;SKU201;32;7,96;0,04;4,95;12;103;14/03/2020"
"24070;C708;1;14/03/2020;3;SKU434;36;4,91;0,1;4,97;13;103;15/03/2020"
"24070;C708;2;14/03/2020;3;SKU061;3;140,81;0,1;24,49;13;101;15/03/2020"
"24070;C708;3;14/03/2020;3;SKU783;48;5,58;0;0,7;12;107;15/03/2020"
"37121;C089;3;14/03/2020;0;SKU060;44;216,6;0,01;64,2;14;105;15/03/2020"
"50309;C531;3;14/03/2020;1;SKU907;36;6,98;0,08;9,69;13;103;21/03/2020"
"57479;C030;3;14/03/2020;3;SKU517;37;3,75;0,07;0,5;13;103;15/03/2020"
"20967;C219;3;14/03/2020;3;SKU1079;50;599,99;0,09;24,49;13;101;14/03/2020"
"20967;C219;3;14/03/2020;3;SKU1224;6;125,99;0,03;8,08;13;103;15/03/2020"
"55621;C568;1;14/03/2020;1;SKU079;50;128,24;0,03;12,65;13;111;16/03/2020"
"55621;C568;3;14/03/2020;1;SKU796;47;4,28;0,09;0,94;13;107;21/03/2020"
"11109;C678;1;14/03/2020;2;SKU569;18;7,4;0,08;1,71;13;107;15/03/2020"
"3526;C763;2;14/03/2020;1;SKU147;20;12,07;0,08;6,2;13;107;16/03/2020"
"11968;C161;2;15/03/2020;1;SKU740;31;3,38;0,04;0,85;13;107;15/03/2020"
"3266;C251;2;15/03/2020;1;SKU375;4;3,8;0,03;1,49;13;103;19/03/2020"
"18789;C183;3;15/03/2020;3;SKU668;50;30,98;0;9,18;13;103;17/03/2020"
"43239;C484;1;15/03/2020;0;SKU383;14;18,94;0,02;1,49;13;103;17/03/2020"
"3911;C095;3;15/03/2020;0;SKU927;24;15,7;0,1;11,25;13;103;15/03/2020"
"15205;C408;2;16/03/2020;4;SKU057;18;243,98;0,02;43,32;14;105;18/03/2020"
"15205;C408;3;16/03/2020;4;SKU140;42;39,98;0,02;9,2;13;107;17/03/2020"
"65;C735;2;16/03/2020;4;SKU1065;32;115,79;0,02;1,99;13;113;17/03/2020"
"5444;C284;2;16/03/2020;4;SKU1077;2;449,99;0,08;24,49;13;101;18/03/2020"
"53637;C270;2;16/03/2020;3;SKU473;12;39,98;0,1;9,83;12;103;17/03/2020"
"775;C611;2;16/03/2020;4;SKU843;35;1,26;0,1;0,7;13;107;17/03/2020"
"775;C611;2;16/03/2020;4;SKU766;8;4,26;0,1;1,2;13;107;18/03/2020"
"51361;C522;1;17/03/2020;1;SKU699;14;4,28;0,02;5,68;12;103;19/03/2020"
"51361;C522;2;17/03/2020;4;SKU257;50;349,45;0;60;14;105;21/03/2020"
"32546;C317;2;17/03/2020;4;SKU350;6;22,38;0;15,1;13;103;19/03/2020"
"32546;C317;1;17/03/2020;4;SKU1185;47;35,99;0,1;1,25;13;113;18/03/2020"
"48261;C526;1;17/03/2020;2;SKU070;15;130,98;0,01;30;14;105;18/03/2020"
"3588;C591;2;17/03/2020;0;SKU325;42;8,67;0,03;3,5;13;103;18/03/2020"
"3588;C591;3;17/03/2020;0;SKU1022;21;73,98;0,01;4;13;103;19/03/2020"
"3588;C591;1;17/03/2020;0;SKU089;14;30,93;0,08;3,92;13;113;19/03/2020"
"3588;C591;2;17/03/2020;0;SKU1113;18;90,97;0,1;14;14;105;17/03/2020"
"28003;C145;2;18/03/2020;4;SKU626;31;4,98;0,09;6,07;13;103;20/03/2020"
"26304;C058;3;18/03/2020;2;SKU1148;43;205,99;0,02;5,99;13;103;19/03/2020"
"51713;C091;1;18/03/2020;0;SKU852;35;3,74;0,02;0,94;13;107;19/03/2020"
"9062;C263;3;19/03/2020;3;SKU171;19;99,23;0,06;8,99;13;113;22/03/2020"
"9062;C263;1;19/03/2020;3;SKU859;32;3,93;0,06;0,99;13;107;20/03/2020"
"31303;C231;1;19/03/2020;1;SKU351;50;5,98;0,09;1,49;12;103;21/03/2020"
"28550;C167;3;19/03/2020;0;SKU1101;44;500,97;0,09;69,3;14;105;22/03/2020"
"28550;C167;1;19/03/2020;0;SKU598;1;4,76;0,1;3,01;13;107;20/03/2020"
"58884;C163;1;20/03/2020;1;SKU503;29;2,88;0,03;0,99;13;103;25/03/2020"
"58884;C163;1;20/03/2020;1;SKU220;46;85,29;0,1;60;14;105;25/03/2020"
"42213;C040;1;20/03/2020;4;SKU516;46;2,61;0,08;0,5;13;103;22/03/2020"
"35296;C280;2;20/03/2020;1;SKU1237;7;65,99;0,02;3,99;13;103;22/03/2020"
"49824;C268;3;21/03/2020;3;SKU1149;33;65,99;0,01;5,31;12;103;22/03/2020"
"8580;C401;3;21/03/2020;3;SKU483;12;11,58;0;6,97;13;103;21/03/2020"
"8580;C401;2;21/03/2020;3;SKU309;37;7,77;0;9,23;13;103;22/03/2020"
"38304;C604;3;21/03/2020;3;SKU356;7;3,58;0,09;5,47;13;103;23/03/2020"
"24871;C127;1;22/03/2020;2;SKU165;6;22,72;0,04;8,99;13;113;23/03/2020"
"55361;C142;3;22/03/2020;0;SKU193;22;1,76;0,06;4,86;12;103;23/03/2020"
"55361;C142;2;22/03/2020;0;SKU955;31;9,38;0,08;7,28;13;103;23/03/2020"
"57095;C599;2;22/03/2020;2;SKU361;37;6,81;0,01;5,48;13;103;25/03/2020"
"643;C552;3;23/03/2020;3;SKU946;21;138,14;0,07;35;12;101;24/03/2020"
"4257;C475;2;23/03/2020;2;SKU490;45;5,58;0,01;5,3;13;103;25/03/2020"
"54245;C123;3;23/03/2020;2;SKU1196;5;20,99;0,09;2,5;13;107;24/03/2020"
"30369;C228;3;23/03/2020;4;SKU674;13;4,98;0;7,54;13;103;24/03/2020"
"30369;C228;3;23/03/2020;4;SKU873;21;8,34;0,03;2,64;13;113;24/03/2020"
"55686;C732;3;24/03/2020;4;SKU1023;26;15,98;0,03;4;13;103;26/03/2020"
"55686;C732;2;24/03/2020;4;SKU629;22;30,98;0,1;5,09;12;103;26/03/2020"
"55686;C732;2;24/03/2020;4;SKU316;2;81,32;0,03;0,99;13;103;27/03/2020"
"30658;C145;2;25/03/2020;2;SKU1081;35;499,99;0,08;24,49;13;101;26/03/2020"
"30658;C145;3;25/03/2020;2;SKU946;44;138,14;0,05;35;13;101;27/03/2020"
"25376;C313;3;25/03/2020;4;SKU144;12;6,28;0,09;5,29;13;103;26/03/2020"
"50404;C318;3;25/03/2020;3;SKU887;18;210,55;0,05;9,99;13;103;26/03/2020"
"50404;C318;1;25/03/2020;3;SKU254;10;182,55;0,04;69;13;101;27/03/2020"
"48548;C065;2;25/03/2020;4;SKU797;3;3,28;0,03;3,97;13;107;26/03/2020"
"24384;C465;3;25/03/2020;2;SKU525;44;4,91;0,06;0,5;13;103;27/03/2020"
"24384;C465;1;25/03/2020;2;SKU919;21;193,17;0,07;19,99;13;103;27/03/2020"
"24384;C465;2;25/03/2020;2;SKU1204;20;155,99;0,1;8,99;13;103;27/03/2020"
"56804;C635;3;26/03/2020;4;SKU370;41;3,36;0,1;6,27;13;103;28/03/2020"
"56804;C635;2;26/03/2020;4;SKU630;24;4,98;0,05;4,86;13;103;27/03/2020"
"36001;C538;1;27/03/2020;1;SKU350;45;22,38;0,05;15,1;13;103;29/03/2020"
"36001;C538;3;27/03/2020;1;SKU384;47;12,95;0,09;4,98;13;103;31/03/2020"
"34048;C161;2;27/03/2020;1;SKU163;1;22,23;0,04;3,63;13;113;29/03/2020"
"24965;C345;3;28/03/2020;1;SKU386;6;420,98;0,07;19,99;12;103;2/04/2020"
"24965;C345;2;28/03/2020;1;SKU120;42;29,18;0,09;8,55;13;103;28/03/2020"
"40961;C089;1;29/03/2020;2;SKU532;7;3,15;0,02;0,5;13;103;30/03/2020"
"20646;C458;2;29/03/2020;2;SKU1194;41;35,99;0,04;1,1;13;103;31/03/2020"
"25191;C705;1;29/03/2020;2;SKU1238;42;115,99;0,05;2,5;13;103;29/03/2020"
"32454;C665;3;30/03/2020;4;SKU361;12;6,81;0,05;5,48;13;103;31/03/2020"
"28807;C589;3;30/03/2020;3;SKU689;9;4,98;0,02;8,33;12;103;31/03/2020"
"58342;C633;3;31/03/2020;3;SKU1019;40;40,98;0,02;1,99;13;113;31/03/2020"
"37380;C291;2;31/03/2020;4;SKU080;29;26,64;0,08;5,3;13;111;1/04/2020"
"37380;C291;3;31/03/2020;4;SKU625;47;9,99;0;4,78;13;103;1/04/2020"
"37380;C291;1;31/03/2020;4;SKU834;42;3,55;0,07;1,43;13;107;1/04/2020"
"55715;C275;3;1/04/2020;4;SKU450;28;5,28;0,02;2,99;12;103;3/04/2020"
"12323;C469;1;1/04/2020;0;SKU430;32;15,15;0,02;10,13;13;103;2/04/2020"
"12323;C469;3;1/04/2020;0;SKU150;4;7,38;0;5,21;13;103;3/04/2020"
"28805;C093;3;1/04/2020;2;SKU315;14;3,48;0,07;49;13;101;3/04/2020"
"28805;C093;1;1/04/2020;2;SKU351;4;5,98;0,07;1,49;13;103;3/04/2020"
"28805;C093;1;1/04/2020;2;SKU871;46;10,23;0,05;4,68;13;113;3/04/2020"
"58372;C112;3;1/04/2020;1;SKU735;48;3,98;0,04;0,7;13;107;6/04/2020"
"58372;C112;2;1/04/2020;1;SKU815;16;2,21;0,07;1;12;107;5/04/2020"
"45377;C448;3;2/04/2020;1;SKU438;47;2,08;0,08;1,49;13;103;4/04/2020"
"9922;C346;1;2/04/2020;0;SKU242;24;280,98;0,1;35,67;14;109;3/04/2020"
"38370;C691;1;2/04/2020;3;SKU543;50;3,14;0;1,14;13;107;4/04/2020"
"9922;C346;2;2/04/2020;0;SKU1000;26;39,98;0,03;7,12;13;103;3/04/2020"
"9922;C346;2;2/04/2020;0;SKU1237;21;65,99;0,03;3,99;13;103;3/04/2020"
"9286;C766;3;2/04/2020;4;SKU577;26;4,98;0,1;0,8;13;107;4/04/2020"
"38212;C278;3;3/04/2020;2;SKU534;24;4,98;0,09;0,49;12;103;4/04/2020"
"38212;C278;1;3/04/2020;2;SKU893;46;80,98;0,07;35;13;101;5/04/2020"
"38212;C278;2;3/04/2020;2;SKU1238;38;115,99;0;2,5;13;103;5/04/2020"
"37988;C447;2;4/04/2020;0;SKU934;12;16,06;0,08;8,34;13;103;4/04/2020"
"40643;C081;1;4/04/2020;4;SKU483;23;11,58;0,05;5,72;13;103;6/04/2020"
"22787;C629;3;4/04/2020;2;SKU843;35;1,26;0,06;0,7;12;107;4/04/2020"
"17287;C704;1;4/04/2020;3;SKU1090;38;150,98;0,01;13,99;13;111;5/04/2020"
"17287;C704;2;4/04/2020;3;SKU900;11;415,88;0,06;11,37;13;103;6/04/2020"
"17287;C704;1;4/04/2020;3;SKU1250;26;195,99;0,05;4,2;13;103;6/04/2020"
"21601;C559;1;5/04/2020;1;SKU945;20;113,64;0,09;35;13;101;5/04/2020"
"197;C605;1;5/04/2020;3;SKU870;23;12,98;0,01;3,14;13;113;7/04/2020"
"17860;C004;2;5/04/2020;4;SKU309;16;7,77;0,05;9,23;12;103;7/04/2020"
"33700;C163;2;6/04/2020;1;SKU721;36;6,48;0;8,19;13;103;10/04/2020"
"22375;C155;3;6/04/2020;0;SKU659;43;18,97;0,04;9,54;13;103;7/04/2020"
"52929;C554;1;7/04/2020;3;SKU1085;43;15,99;0,04;9,4;12;103;8/04/2020"
"52929;C554;2;7/04/2020;3;SKU785;19;2,78;0,05;1,25;13;107;8/04/2020"
"52929;C554;1;7/04/2020;3;SKU830;7;6,47;0,02;1,22;13;107;8/04/2020"
"52929;C554;3;7/04/2020;3;SKU859;20;3,93;0,03;0,99;13;107;8/04/2020"
"23940;C447;1;7/04/2020;2;SKU310;20;4,48;0,03;49;13;101;8/04/2020"
"23940;C447;1;7/04/2020;2;SKU043;11;150,89;0,02;60,2;14;105;10/04/2020"
"16291;C295;2;7/04/2020;0;SKU178;31;27,42;0,01;19,46;13;103;8/04/2020"
"50083;C388;1;7/04/2020;0;SKU1106;33;400,97;0,01;48,26;14;109;9/04/2020"
"56550;C286;1;7/04/2020;0;SKU732;33;19,98;0,09;5,77;13;103;10/04/2020"
"7680;C378;2;7/04/2020;0;SKU613;32;35,44;0,04;19,99;13;103;7/04/2020"
"56550;C286;1;7/04/2020;0;SKU162;37;22,23;0,03;5,08;12;113;9/04/2020"
"56550;C286;1;7/04/2020;0;SKU1252;8;65,99;0;8,99;13;103;8/04/2020"
"53825;C405;1;8/04/2020;1;SKU617;36;48,04;0,08;7,23;13;103;10/04/2020"
"30820;C186;3;8/04/2020;4;SKU791;21;2,21;0,1;1,12;12;107;9/04/2020"
"51652;C620;3;8/04/2020;0;SKU534;37;4,98;0,03;0,49;12;103;10/04/2020"
"51652;C620;3;8/04/2020;0;SKU921;38;140,85;0,07;19,99;12;103;9/04/2020"
"23104;C778;2;8/04/2020;2;SKU168;3;6,98;0,02;2,83;12;113;9/04/2020"
"23104;C778;2;8/04/2020;2;SKU839;24;5,81;0,01;3,37;13;107;11/04/2020"
"19424;C705;2;8/04/2020;0;SKU359;29;1,98;0,09;4,77;13;103;8/04/2020"
"19424;C705;1;8/04/2020;0;SKU1194;37;35,99;0,05;1,1;13;103;9/04/2020"
"11648;C109;1;8/04/2020;1;SKU1014;1;35,41;0,1;1,99;13;113;15/04/2020"
"11648;C109;2;8/04/2020;1;SKU944;33;16,74;0;7,04;13;103;8/04/2020"
"13795;C554;2;9/04/2020;0;SKU399;30;15,99;0,04;13,18;13;103;12/04/2020"
"13795;C554;1;9/04/2020;0;SKU612;23;11,34;0,05;5,01;12;103;12/04/2020"
"13795;C554;3;9/04/2020;0;SKU652;37;35,44;0,02;5,09;13;103;10/04/2020"
"18182;C046;2;9/04/2020;2;SKU1058;45;99,99;0,04;19,99;13;103;11/04/2020"
"18182;C046;3;9/04/2020;2;SKU127;45;55,5;0,01;52,2;13;111;10/04/2020"
"18182;C046;1;9/04/2020;2;SKU912;12;33,29;0,09;8,74;12;103;11/04/2020"
"13569;C130;1;9/04/2020;4;SKU319;13;40,98;0,02;7,2;12;103;11/04/2020"
"13569;C130;3;9/04/2020;4;SKU348;16;2,88;0,05;1,49;13;103;10/04/2020"
"15907;C749;3;10/04/2020;3;SKU013;36;48,58;0,01;54,11;14;109;12/04/2020"
"15907;C749;3;10/04/2020;3;SKU203;36;105,98;0,04;13,99;12;111;13/04/2020"
"15907;C749;1;10/04/2020;3;SKU606;4;7,04;0,09;2,17;13;107;11/04/2020"
"45025;C546;2;10/04/2020;3;SKU348;26;2,88;0,08;1,49;13;103;13/04/2020"
"5251;C735;2;10/04/2020;2;SKU1139;38;115,99;0,05;5,99;12;103;12/04/2020"
"23522;C016;3;10/04/2020;4;SKU1155;20;65,99;0,06;8,99;12;103;12/04/2020"
"23522;C016;2;10/04/2020;4;SKU993;19;159,99;0,1;5,5;13;103;11/04/2020"
"23522;C016;3;10/04/2020;4;SKU727;36;6,48;0,1;8,73;13;103;12/04/2020"
"23522;C016;3;10/04/2020;4;SKU202;8;19,99;0,02;11,17;13;101;11/04/2020"
"52423;C025;2;10/04/2020;4;SKU1014;49;35,41;0,02;1,99;13;113;12/04/2020"
"52423;C025;1;10/04/2020;4;SKU948;25;42,76;0,01;6,22;13;103;11/04/2020"
"49027;C291;2;10/04/2020;3;SKU158;41;17,67;0,08;8,99;13;113;11/04/2020"
"6180;C725;1;10/04/2020;2;SKU1237;44;65,99;0,01;3,99;13;103;12/04/2020"
"17985;C245;2;11/04/2020;2;SKU076;4;110,98;0,01;30;14;105;12/04/2020"
"17985;C245;3;11/04/2020;2;SKU1197;50;20,99;0,07;3,3;13;113;13/04/2020"
"26406;C251;1;11/04/2020;0;SKU443;40;4,24;0,09;5,41;13;103;14/04/2020"
"40803;C378;3;12/04/2020;1;SKU375;22;3,8;0,08;1,49;13;103;17/04/2020"
"40803;C378;3;12/04/2020;1;SKU044;35;300,98;0,04;64,73;14;105;14/04/2020"
"15780;C747;3;12/04/2020;4;SKU854;19;3,78;0,03;0,71;13;107;14/04/2020"
"4769;C081;1;12/04/2020;0;SKU512;41;2,88;0,01;0,5;13;103;13/04/2020"
"11975;C518;3;12/04/2020;4;SKU457;43;5,18;0,08;5,74;13;103;14/04/2020"
"9216;C658;2;13/04/2020;2;SKU267;36;180,98;0,1;55,24;14;105;15/04/2020"
"29510;C236;3;14/04/2020;4;SKU002;22;260,98;0,01;41,91;14;109;16/04/2020"
"21063;C545;2;14/04/2020;1;SKU824;49;7,08;0;2,35;13;107;18/04/2020"
"21063;C545;2;14/04/2020;1;SKU223;48;145,98;0;51,92;14;109;14/04/2020"
"21444;C516;1;14/04/2020;2;SKU821;17;2,1;0,09;0,7;13;107;15/04/2020"
